County,population_primary_2012,population_general_2012,population_midterm_2014,population_primary_2016,population_general_2016,population_midterm_2018,population_primary_2020,population_general_2020,registration_primary_2012,registration_general_2012,registration_midterm_2014,registration_primary_2016,registration_general_2016,registration_midterm_2018,registration_primary_2020,registration_general_2020,registration_midterm_2022,turnout_primary_2012,turnout_general_2012,turnout_midterm_2014,turnout_primary_2016,turnout_general_2016,turnout_midterm_2018,turnout_primary_2020,turnout_general_2020,turnout_midterm_2022,TOrate_primary_2012,TOrate_general_2012,TOrate_midterm_2014,TOrate_primary_2016,TOrate_general_2016,TOrate_midterm_2018,TOrate_primary_2020,TOrate_general_2020,TOrate_midterm_2022,,,growth_r_g_2012_2016,growth_r_g_2012_2020,growth_r_g_2016_2020,growth_r_p_2012_2016,growth_r_p_2012_2020,growth_r_p_2016_2020,growth_r_m_2014_2018,growth_r_m_2014_2022,growth_r_m_2018_2022,growth_t_g_2012_2016,growth_t_g_2012_2020,growth_t_g_2016_2020,growth_t_p_2012_2016,growth_t_p_2012_2020,growth_t_p_2016_2020,growth_t_m_2014_2018,growth_t_m_2014_2022,growth_t_m_2018_2022
Collingsworth,3057,3057,3057,3057,3057,3057,3057,3057,1831,1865,1891,1851,1901,1895,1903,1940,1858,358,1148,830,630,1157,948,792,1218,925,0.195521573,0.615549598,0.438921206,0.340356564,0.608627038,,,,,,,1.930294906,4.021447721,2.051551815,1.09229929,3.932277444,2.809292274,0.211528292,-1.745108408,-1.952506596,0.783972125,6.097560976,5.272255834,75.97765363,121.2290503,25.71428571,14.21686747,11.44578313,-2.426160338
Colorado,20874,20874,20874,20874,20874,20874,20874,20874,13004,13053,13412,13395,13869,13858,13977,14311,14356,3257,8130,5220,4398,8591,7673,4774,10013,7640,0.250461396,0.622845323,0.389203698,0.328331467,0.619439037,,,,,,,6.251436451,9.637631196,3.186963732,3.006767149,7.482313134,4.344904815,3.325380256,7.038473009,3.593592149,5.670356704,23.16113161,16.5522058,35.03223826,46.57660424,8.549340609,46.99233716,46.36015326,-0.4300795
Comal,108472,108472,108472,108472,108472,108472,108472,108472,74158,75500,82305,86517,92385,100085,106737,115585,130298,15221,51874,34932,33967,63136,62296,31740,89216,74956,0.205250951,0.687072848,0.42442136,0.392604922,0.683400985,,,,,,,22.36423841,53.09271523,25.11230178,16.66576769,43.93187519,23.37112937,21.60257579,58.31115971,30.18734076,21.71029803,71.98596599,41.30765332,123.1587938,108.527692,-6.556363529,78.33505096,114.5768922,20.32233209
Comanche,13974,13974,13974,13974,13974,13974,13974,13974,8360,8397,8593,8709,8911,9139,9277,9533,9829,2048,4903,3080,3253,5239,4635,3136,6086,4831,0.244976077,0.583899012,0.358431281,0.373521644,0.587925036,,,,,,,6.121233774,13.52864118,6.980136909,4.174641148,10.96889952,6.521988747,6.354009077,14.38380077,7.550060182,6.852947175,24.12808485,16.16720748,58.83789063,53.125,-3.596679988,50.48701299,56.85064935,4.228694714
Concho,4087,4087,4087,4087,4087,4087,4087,4087,1657,1669,1645,1632,1661,1663,1669,1759,1729,459,1028,606,726,1096,985,876,1270,946,0.277006639,0.615937687,0.368389058,0.444852941,0.659843468,,,,,,,-0.479328939,5.392450569,5.900060205,-1.508750754,0.724200362,2.267156863,1.094224924,5.106382979,3.968731209,6.614785992,23.54085603,15.87591241,58.16993464,90.8496732,20.66115702,62.54125413,56.10561056,-3.959390863
Cooke,38437,38437,38437,38437,38437,38437,38437,38437,22856,22880,23973,24234,25087,25588,26007,27175,28677,5715,14420,8816,9610,16111,14574,10048,19119,15391,0.250043752,0.630244755,0.367747049,0.396550301,0.642205126,,,,,,,9.645979021,18.77185315,8.323035835,6.029051453,13.78631432,7.316167368,6.736745505,19.62207483,12.07206503,11.72676838,32.58668516,18.67047359,68.15398075,75.81802275,4.557752341,65.31306715,74.58030853,5.605873473
Coryell,75388,75388,75388,75388,75388,75388,75388,75388,34019,34671,35244,35488,37604,38461,39167,41373,42920,5412,16849,8788,9355,18643,16128,9622,23430,16379,0.159087569,0.4859681,0.249347407,0.263610234,0.495771726,,,,,,,8.459519483,19.33027602,10.02286991,4.318175137,15.13271995,10.36688458,9.127794802,21.77959369,11.59356231,10.64751617,39.05869785,25.67719788,72.85661493,77.79009608,2.854088723,83.52298589,86.37915339,1.556299603
Cottle,1505,1505,1505,1505,1505,1505,1505,1505,1123,1113,1090,1078,1072,1056,1029,1038,954,286,741,367,354,612,571,437,665,515,0.254674978,0.665768194,0.336697248,0.3283859,0.570895522,,,,,,,-3.683737646,-6.738544474,-3.171641791,-4.007123776,-8.370436331,-4.545454545,-3.119266055,-12.47706422,-9.659090909,-17.40890688,-10.25641026,8.660130719,23.77622378,52.7972028,23.44632768,55.58583106,40.32697548,-9.807355517
Crane,4375,4375,4375,4375,4375,4375,4375,4375,2364,2366,2523,2591,2678,2645,2642,2661,2668,567,1284,851,1128,1386,1055,689,1510,1184,0.239847716,0.542688081,0.337296869,0.435353146,0.517550411,,,,,,,13.18681319,12.46830093,-0.634802091,9.602368866,11.75972927,1.968351988,4.835513278,5.747126437,0.869565217,7.943925234,17.60124611,8.946608947,98.94179894,21.51675485,-38.91843972,23.97179788,39.13043478,12.22748815
Crockett,3719,3719,3719,3719,3719,3719,3719,3719,2513,2532,2535,2534,2551,2476,2459,2468,2260,861,1462,835,967,1395,1276,891,1574,1273,0.342618384,0.577409163,0.32938856,0.381610103,0.546844375,,,,,,,0.750394945,-2.52764613,-3.253626029,0.835654596,-2.148826104,-2.959747435,-2.327416174,-10.84812623,-8.723747981,-4.582763338,7.660738714,12.83154122,12.31126597,3.484320557,-7.859358842,52.81437126,52.45508982,-0.235109718
Crosby,6059,6059,6059,6059,6059,6059,6059,6059,3614,3668,3594,3507,3605,3513,3521,3628,3525,777,1840,1108,935,1765,1444,1039,1966,1261,0.214997233,0.501635769,0.308291597,0.266609638,0.489597781,,,,,,,-1.717557252,-1.090512541,0.638002774,-2.960708356,-2.573325955,0.399201597,-2.25375626,-1.919866444,0.341588386,-4.076086957,6.847826087,11.38810198,20.33462033,33.71943372,11.12299465,30.32490975,13.80866426,-12.67313019
Culberson,2398,2398,2398,2398,2398,2398,2398,2398,1593,1597,1759,1741,1765,1710,1678,1713,1580,586,880,331,693,767,866,615,864,736,0.367859385,0.551033187,0.188175099,0.398047099,0.434560907,,,,,,,10.51972448,7.263619286,-2.946175637,9.290646579,5.335844319,-3.618609994,-2.785673678,-10.1762365,-7.602339181,-12.84090909,-1.818181818,12.64667536,18.25938567,4.948805461,-11.25541126,161.6314199,122.3564955,-15.01154734
Dallam,6703,6703,6703,6703,6703,6703,6703,6703,2978,3034,3092,3062,3151,3015,2998,3040,2894,477,1543,861,886,1558,1127,888,1610,1051,0.160174614,0.508569545,0.278460543,0.289353364,0.494446208,,,,,,,3.85629532,0.197758734,-3.522691209,2.820685024,0.671591672,-2.090137165,-2.490297542,-6.403622251,-4.013266998,0.97213221,4.342190538,3.337612323,85.7442348,86.16352201,0.225733634,30.89430894,22.06736353,-6.743566992
Dallas,2368139,2368139,2368139,2368139,2368139,2368139,2368139,2368139,1117185,1135832,1206239,1225037,1288341,1329326,1345678,1397892,1422471,134998,714387,410529,334234,770590,731583,329345,926518,629341,0.120837641,0.62895481,0.340338026,0.272835841,0.598125807,,,,,,,13.42707372,23.07207404,8.503261171,9.653906918,20.45256605,9.84794745,10.20419668,17.92613238,7.006934341,7.867304416,29.69412937,20.23488496,147.5844087,143.9628735,-1.462747656,78.2049502,53.30001047,-13.97544776
Dawson,13833,13833,13833,13833,13833,13833,13833,13833,7466,7520,7406,7139,7342,7155,7043,7089,6926,1200,3643,2054,2404,3563,3020,2133,3785,2517,0.160728636,0.484441489,0.277342695,0.336741841,0.485290112,,,,,,,-2.367021277,-5.731382979,-3.44592754,-4.379855344,-5.665684436,-1.344726152,-3.389143937,-6.481231434,-3.20055905,-2.195992314,3.897886357,6.230704463,100.3333333,77.75,-11.27287854,47.030185,22.54138267,-16.65562914
De Witt,20097,20097,20097,20097,20097,20097,20097,20097,11589,11680,11938,11673,11861,11669,11708,12058,12185,1893,6713,4049,4028,6912,6137,3317,8118,6081,0.163344551,0.574743151,0.33916904,0.345069819,0.58275019,,,,,,,1.549657534,3.23630137,1.660905489,0.724825265,1.026835793,0.299837231,-2.253308762,2.069023287,4.421972748,2.964397438,20.9295397,17.44791667,112.7839408,75.22451136,-17.65143992,51.56828847,50.18523092,-0.912497963
Deaf Smith,19372,19372,19372,19372,19372,19372,19372,19372,8202,8302,8455,8435,8666,8813,8824,8891,8745,1405,4311,2734,2231,4223,3816,1853,4608,2966,0.171299683,0.519272464,0.323358959,0.264493183,0.487306716,,,,,,,4.384485666,7.094675982,2.596353566,2.840770544,7.583516216,4.611736811,4.234180958,3.429923122,-0.771587428,-2.041289724,6.889352818,9.116741653,58.79003559,31.886121,-16.94307485,39.57571324,8.485735187,-22.27463312
Delta,5231,5231,5231,5231,5231,5231,5231,5231,3187,3255,3571,3703,3844,3871,3853,3938,3975,1002,2047,1405,1417,2331,1956,1582,2600,2038,0.314402259,0.628878648,0.393447214,0.382662706,0.606399584,,,,,,,18.0952381,20.98310292,2.445369407,16.19077502,20.89739567,4.050769646,8.401008121,11.3133576,2.686644278,13.8739619,27.01514411,11.54011154,41.41716567,57.88423154,11.64431898,39.21708185,45.05338078,4.192229039
Denton,662614,662614,662614,662614,662614,662614,662614,662614,361922,370479,408701,436677,464507,511427,527309,563885,606672,40714,245287,144036,128566,302835,296275,134210,417965,318565,0.112493852,0.662080712,0.352423899,0.294418987,0.651949271,,,,,,,25.38011601,52.20430848,21.39429546,20.65500301,45.69686286,20.7549287,25.13475622,48.43907894,18.62338125,23.46149612,70.39834969,38.01740222,215.7783563,229.6409098,4.389963132,105.695104,121.1704018,7.523415746
Dickens,2444,2444,2444,2444,2444,2444,2444,2444,1302,1335,1318,1310,1330,1284,1298,1327,1371,366,1047,518,610,930,762,547,1001,793,0.281105991,0.784269663,0.393019727,0.465648855,0.69924812,,,,,,,-0.374531835,-0.599250936,-0.22556391,0.614439324,-0.307219662,-0.916030534,-2.579666161,4.02124431,6.775700935,-11.1747851,-4.393505253,7.634408602,66.66666667,49.45355191,-10.32786885,47.1042471,53.08880309,4.06824147
Dimmit,9996,9996,9996,9996,9996,9996,9996,9996,6835,6876,7296,7384,7439,7358,7300,7329,6982,2067,2918,1972,2723,3225,2944,2844,3722,3005,0.302414045,0.424374636,0.270285088,0.368770314,0.433526012,,,,,,,8.187899942,6.588132635,-1.478693373,8.032187271,6.803218727,-1.1375948,0.849780702,-4.30372807,-5.110084262,10.52090473,27.55311857,15.41085271,31.73681664,37.59071118,4.443628351,49.29006085,52.38336714,2.07201087
Donley,3677,3677,3677,3677,3677,3677,3677,3677,2384,2390,2408,2307,2312,2220,2230,2312,2213,564,1535,944,883,1465,1286,851,1648,1197,0.236577181,0.642259414,0.392026578,0.382748158,0.633650519,,,,,,,-3.263598326,-3.263598326,0,-3.229865772,-6.459731544,-3.337667967,-7.80730897,-8.098006645,-0.315315315,-4.560260586,7.361563518,12.49146758,56.56028369,50.88652482,-3.62400906,36.22881356,26.80084746,-6.920684292
Duval,11782,11782,11782,11782,11782,11782,11782,11782,8706,8742,8380,8287,8352,8333,8170,8329,8124,3059,4470,3398,3265,4277,4112,2480,5205,3936,0.351366873,0.51132464,0.40548926,0.393990588,0.512092912,,,,,,,-4.461221688,-4.724319378,-0.275383142,-4.8127728,-6.156673558,-1.411849885,-0.560859189,-3.054892601,-2.508100324,-4.317673378,16.44295302,21.69745148,6.734226872,-18.92775417,-24.04287902,21.01236021,15.83284285,-4.280155642
Eastland,18583,18583,18583,18583,18583,18583,18583,18583,10066,10210,10867,11230,11680,11694,11702,12196,12278,1740,6670,3984,4223,7080,6211,4196,8293,6168,0.17285913,0.653281097,0.366614521,0.376046305,0.606164384,,,,,,,14.39764936,19.45151812,4.417808219,11.56367971,16.25273197,4.203027605,7.610196006,12.98426429,4.994014024,6.146926537,24.33283358,17.13276836,142.7011494,141.1494253,-0.639355908,55.89859438,54.81927711,-0.692320077
Ector,137130,137130,137130,137130,137130,137130,137130,137130,63961,64554,68547,69872,73118,76066,77609,80796,83371,12117,33254,15037,18692,37284,30983,14568,44923,25623,0.189443567,0.515134616,0.219367733,0.267517747,0.509915479,,,,,,,13.26641262,25.16033089,10.50083427,9.241569081,21.33800285,11.07310511,10.96911608,21.62603761,9.603502222,12.11884285,35.09051543,20.48868147,54.26260626,20.22777915,-22.06291462,106.0450888,70.39968079,-17.29980957
Edwards,2002,2002,2002,2002,2002,2002,2002,2002,1562,1548,1504,1463,1513,1445,1447,1496,1458,840,885,904,684,1103,769,761,1072,818,0.537772087,0.571705426,0.60106383,0.467532468,0.729015202,,,,,,,-2.260981912,-3.359173127,-1.123595506,-6.338028169,-7.362355954,-1.093643199,-3.92287234,-3.058510638,0.899653979,24.63276836,21.1299435,-2.810516772,-18.57142857,-9.404761905,11.25730994,-14.93362832,-9.513274336,6.371911573
El Paso,800647,800647,800647,800647,800647,800647,800647,800647,348313,354998,404679,405849,428221,456965,471698,488455,506962,61774,172709,80617,83597,215922,203617,88311,269007,166898,0.177351979,0.486506966,0.199212215,0.205980549,0.504230292,,,,,,,20.62631339,37.59373292,14.06610138,16.5184762,35.42359889,16.22499994,12.92036404,25.27509458,10.94110052,25.02069956,55.75737223,24.5852669,35.32716029,42.95820248,5.638958336,152.5732786,107.0258134,-18.03336657
Ellis,149610,149610,149610,149610,149610,149610,149610,149610,84872,86263,93162,97376,102208,108050,113110,120084,131185,15385,54330,32323,31246,64355,60850,32363,85932,68079,0.181272976,0.629818114,0.346954767,0.320879888,0.629647386,,,,,,,18.4841705,39.20684419,17.48982467,14.73277406,33.2712791,16.15798554,15.98076469,40.81385114,21.41138362,18.45205227,58.1667587,33.5280864,103.0939227,110.3542411,3.574857582,88.25604059,110.6209201,11.88003287
Erath,37890,37890,37890,37890,37890,37890,37890,37890,19971,19923,20454,20702,21549,22261,23016,23853,24864,4642,12688,7468,7952,14101,12644,8687,16930,13159,0.232437034,0.63685188,0.365111959,0.384117477,0.654369112,,,,,,,8.161421473,19.72594489,10.69191146,3.660307446,15.24710831,11.17766399,8.834457808,21.56057495,11.69309555,11.13650694,33.4331652,20.06240692,71.30547178,87.13916415,9.242957746,69.30905196,76.20514194,4.07307814
Falls,17866,17866,17866,17866,17866,17866,17866,17866,9370,9499,9857,9912,10140,10329,10111,10338,10297,2521,5434,3068,3197,5250,4687,2467,6135,4732,0.26905016,0.572060217,0.311250888,0.322538337,0.517751479,,,,,,,6.748078745,8.832508685,1.952662722,5.784418356,7.908217716,2.007667474,4.788475195,4.463832809,-0.309807339,-3.386087597,12.90025764,16.85714286,26.81475605,-2.14200714,-22.83390679,52.77053455,54.23728814,0.960102411
Fannin,33915,33915,33915,33915,33915,33915,33915,33915,18733,18943,19885,19746,20564,20652,20908,22152,23417,3204,11136,6584,6581,12283,10847,6280,15117,11667,0.171035072,0.58786887,0.331103847,0.33328269,0.597305972,,,,,,,8.557250699,16.94029457,7.722233029,5.40756953,11.61052688,5.884736149,3.857178778,17.76213226,13.3885338,10.29992816,35.74892241,23.07253928,105.3995006,96.00499376,-4.573772983,64.74787363,77.20230863,7.559693925
Fayette,24554,24554,24554,24554,24554,24554,24554,24554,15410,15516,15866,15848,16273,16524,16801,17352,17834,4239,10582,7629,7273,11163,10535,6319,12962,10580,0.275081116,0.682005672,0.480839531,0.458922261,0.685982916,,,,,,,4.878834751,11.83294664,6.630615129,2.842310188,9.0266061,6.013377082,4.147233077,12.40388252,7.927862503,5.49045549,22.49102249,16.1157395,71.57348431,49.06817646,-13.11700811,38.09149299,38.68134749,0.427147603
Fisher,3974,3974,3974,3974,3974,3974,3974,3974,2731,2746,2773,2721,2768,2692,2583,2645,2684,469,1641,1245,993,1730,1494,798,1826,1412,0.171731966,0.597596504,0.448972232,0.364939361,0.625,,,,,,,0.801165331,-3.678077203,-4.443641618,-0.366166239,-5.419260344,-5.071664829,-2.921024162,-3.209520375,-0.29717682,5.423522243,11.27361365,5.549132948,111.7270789,70.14925373,-19.63746224,20,13.41365462,-5.488621151
Floyd,6446,6446,6446,6446,6446,6446,6446,6446,4259,4270,4078,4049,4073,3935,3852,3844,3664,787,2127,1098,1441,2044,1882,1125,2040,1469,0.184785161,0.498126464,0.269249632,0.355890343,0.501841395,,,,,,,-4.613583138,-9.976580796,-5.622391358,-4.930734914,-9.556233858,-4.865398864,-3.506620893,-10.15203531,-6.886912325,-3.902209685,-4.090267983,-0.195694716,83.10038119,42.94790343,-21.92921582,71.40255009,33.78870674,-21.94473964
Foard,1336,1336,1336,1336,1336,1336,1336,1336,1065,1070,1070,935,948,908,864,883,824,142,495,331,264,524,447,374,558,548,0.133333333,0.462616822,0.309345794,0.282352941,0.552742616,,,,,,,-11.40186916,-17.47663551,-6.856540084,-12.20657277,-18.87323944,-7.593582888,-15.14018692,-22.99065421,-9.251101322,5.858585859,12.72727273,6.488549618,85.91549296,163.3802817,41.66666667,35.04531722,65.55891239,22.5950783
Fort Bend,585375,585375,585375,585375,585375,585375,585375,585375,319227,327712,364178,384764,403951,430576,457490,485044,522354,46682,219602,132543,107794,262357,255553,126908,359881,251629,0.146234498,0.670106679,0.363951145,0.280156148,0.649477288,,,,,,,23.26402451,48.00922761,20.07495959,20.52990505,43.3118126,18.90145648,18.232293,43.4337055,21.31516852,19.46931267,63.87874427,37.17225003,130.911272,171.85639,17.73197024,92.80761715,89.8470685,-1.535493616
Franklin,10605,10605,10605,10605,10605,10605,10605,10605,6471,6516,6651,6635,6801,6782,6790,7024,7225,2058,4258,2594,2784,4381,3988,2078,5030,3931,0.318034307,0.653468386,0.390016539,0.419593067,0.644169975,,,,,,,4.373848987,7.796193984,3.278929569,2.534384176,4.929686293,2.336096458,1.969628627,8.630281161,6.531996461,2.888680132,18.13057774,14.81396941,35.27696793,0.971817298,-25.3591954,53.73939861,51.54202005,-1.429287864
Freestone,19816,19816,19816,19816,19816,19816,19816,19816,10975,11121,11431,11704,11997,11905,12029,12462,12741,3050,7660,4506,5527,7735,6662,4203,8756,6693,0.277904328,0.68878698,0.394191234,0.472231716,0.644744519,,,,,,,7.876989479,12.05826814,3.875968992,6.642369021,9.603644647,2.776828435,4.146618843,11.46006474,7.022259555,0.979112272,14.30809399,13.19974144,81.21311475,37.80327869,-23.95512936,47.84731469,48.53528628,0.465325728
Frio,17217,17217,17217,17217,17217,17217,17217,17217,10003,10171,9973,10000,9127,8554,8662,8955,9106,2134,4011,1855,3233,4469,3681,3294,5277,3881,0.213335999,0.394356504,0.186002206,0.3233,0.489646105,,,,,,,-10.26447744,-11.95555993,-1.884518462,-0.029991003,-13.40597821,-13.38,-14.22841673,-8.693472375,6.453121347,11.41859885,31.5632012,18.08010741,51.4995314,54.35801312,1.886792453,98.43665768,109.2183288,5.433306167
Gaines,17526,17526,17526,17526,17526,17526,17526,17526,7382,7471,8073,8381,8617,8863,9239,9672,9897,1818,4143,2577,2660,4715,3852,1807,5996,4122,0.246274722,0.554544238,0.319212189,0.31738456,0.547174191,,,,,,,15.33931201,29.46058091,12.24324011,13.53291791,25.15578434,10.23744183,9.785705438,22.59383129,11.66647862,13.80642047,44.72604393,27.16861082,46.31463146,-0.605060506,-32.06766917,49.47613504,59.95343423,7.009345794
Galveston,291309,291309,291309,291309,291309,291309,291309,291309,178664,181309,192382,199310,208387,213061,217842,228382,235169,28595,110184,65503,53821,125342,114372,50981,155752,110760,0.160049031,0.607713903,0.340484037,0.270036626,0.601486657,,,,,,,14.9347247,25.96285899,9.595128295,11.55576949,21.92831236,9.29807837,10.74892661,22.24064621,10.37637109,13.75698831,41.35627677,24.26162021,88.21821997,78.28641371,-5.276750711,74.60574325,69.09149199,-3.158115623
Garza,6461,6461,6461,6461,6461,6461,6461,6461,2744,2770,2736,2665,2721,2697,2596,2678,2660,855,1560,841,1114,1484,1289,686,1653,1208,0.311588921,0.563176895,0.307383041,0.418011257,0.545387725,,,,,,,-1.768953069,-3.321299639,-1.58030136,-2.879008746,-5.393586006,-2.589118199,-1.425438596,-2.777777778,-1.371894698,-4.871794872,5.961538462,11.38814016,30.29239766,-19.76608187,-38.42010772,53.26991677,43.63852556,-6.28394104
Gillespie,24837,24837,24837,24837,24837,24837,24837,24837,17605,17686,18149,18420,18959,19158,19520,20340,21103,5045,12551,8876,8954,13375,12563,7486,15852,13459,0.286566316,0.709657356,0.489062758,0.486102063,0.705469698,,,,,,,7.197783558,15.00621961,7.284139459,4.629366657,10.87759159,5.971769815,5.559534961,16.27637886,10.15241674,6.565213927,26.30069317,18.51962617,77.4826561,48.38453915,-16.3949073,41.53898152,51.63361875,7.132054446
Glasscock,1226,1226,1226,1226,1226,1226,1226,1226,740,745,757,753,769,778,790,798,814,179,579,400,411,606,555,374,661,578,0.241891892,0.777181208,0.528401585,0.545816733,0.788036411,,,,,,,3.22147651,7.11409396,3.771131339,1.756756757,6.756756757,4.913678619,2.774108322,7.529722589,4.627249357,4.663212435,14.16234888,9.075907591,129.6089385,108.9385475,-9.00243309,38.75,44.5,4.144144144
Goliad,7210,7210,7210,7210,7210,7210,7210,7210,5342,5358,5525,5438,5577,5541,5549,5744,5762,1647,3499,2788,2243,3778,3081,1844,4014,3434,0.308311494,0.65304218,0.504615385,0.412467819,0.677425139,,,,,,,4.087346025,7.204180664,2.994441456,1.797079745,3.874953201,2.041191615,0.28959276,4.28959276,3.988449738,7.973706773,14.718491,6.246691371,36.18700668,11.96114147,-17.78867588,10.50932568,23.17073171,11.45731905
Gonzales,19807,19807,19807,19807,19807,19807,19807,19807,12261,12283,12105,11976,12270,12130,12302,12583,12686,1656,6056,3713,3861,6349,5630,4080,7697,5605,0.135062393,0.49303916,0.306732755,0.32239479,0.517440913,,,,,,,-0.105837336,2.442400065,2.550937245,-2.324443357,0.334393606,2.722110888,0.206526229,4.799669558,4.583676834,4.838177015,27.09709379,21.23169003,133.1521739,146.3768116,5.672105672,51.62941018,50.95610019,-0.444049734
Gray,22535,22535,22535,22535,22535,22535,22535,22535,12691,12536,12995,12467,12723,12408,12153,12377,12599,3764,7511,3770,4737,7540,6009,4078,7782,5565,0.296588133,0.599154435,0.290111581,0.379963103,0.592627525,,,,,,,1.491703893,-1.26834716,-2.719484398,-1.765030336,-4.239224647,-2.518649234,-4.51712197,-3.047325895,1.539329465,0.386100386,3.608041539,3.209549072,25.8501594,8.34218916,-13.9117585,59.38992042,47.6127321,-7.388916625
Grayson,120877,120877,120877,120877,120877,120877,120877,120877,71500,72195,74700,75412,78723,80674,82479,86784,92147,12613,42264,23718,24796,47819,43310,20012,59699,45187,0.176405594,0.585414502,0.31751004,0.328807086,0.60743366,,,,,,,9.042177436,20.20777062,10.23970123,5.471328671,15.35524476,9.371187609,7.997322624,23.35609103,14.22143442,13.14357373,41.25260269,24.84368138,96.590819,58.66169825,-19.29343442,82.60392951,90.51775023,4.333872085
Gregg,121730,121730,121730,121730,121730,121730,121730,121730,63805,64291,67930,67413,69447,69508,70147,72632,74026,12768,42061,23486,22722,42358,36338,16563,47982,33225,0.200109709,0.65422843,0.34573826,0.337056651,0.609932754,,,,,,,8.01978504,12.97382215,4.586231227,5.654729253,9.939659901,4.055597585,2.322979538,8.973943766,6.499971226,0.706117306,14.07717363,13.27730299,77.96052632,29.72274436,-27.10588857,54.72196202,41.46725709,-8.566789587
Grimes,26604,26604,26604,26604,26604,26604,26604,26604,14277,14504,15283,15294,15729,16317,16771,17840,19125,3258,8772,5024,5228,9764,8698,5187,12415,9460,0.228199202,0.604798676,0.32873127,0.341833399,0.620764194,,,,,,,8.445945946,23.00055157,13.42106936,7.123345241,17.46865588,9.65738198,6.765687365,25.13904338,17.20904578,11.30870953,41.52986776,27.15075789,60.46654389,59.20810313,-0.784238715,73.12898089,88.29617834,8.760634629
Guadalupe,131533,131533,131533,131533,131533,131533,131533,131533,74942,76579,84286,88216,93537,100163,104616,111002,119666,13243,49628,30607,26712,58127,54589,27466,78016,57419,0.176709989,0.648062785,0.363132667,0.302802213,0.62143323,,,,,,,22.14445213,44.95096567,18.67175556,17.71236423,39.5959542,18.59073184,18.83705479,41.97612889,19.47126184,17.12541307,57.20157975,34.21645707,101.706562,107.4001359,2.822701408,78.35462476,87.60087562,5.184194618
Hale,36273,36273,36273,36273,36273,36273,36273,36273,19434,19603,19354,18896,19471,19084,18767,18973,18242,2605,9011,4375,4941,9051,7471,3239,9651,6347,0.134043429,0.45967454,0.226051462,0.261483912,0.464845154,,,,,,,-0.673366321,-3.213793807,-2.557649838,-2.768344139,-3.432129258,-0.682684166,-1.395060453,-5.745582309,-4.412072941,0.443901898,7.102430363,6.629101757,89.67370441,24.3378119,-34.44646833,70.76571429,45.07428571,-15.04484005
Hall,3353,3353,3353,3353,3353,3353,3353,3353,2029,2026,2037,1952,2021,1986,1943,1928,1838,283,1109,587,617,1091,979,581,1170,891,0.139477575,0.547384008,0.288168876,0.316086066,0.539831766,,,,,,,-0.246791708,-4.837117473,-4.601682335,-3.794972893,-4.238541153,-0.461065574,-2.503681885,-9.769268532,-7.452165156,-1.623083859,5.500450857,7.241063245,118.0212014,105.3003534,-5.834683955,66.7802385,51.78875639,-8.988764045
Hamilton,8517,8517,8517,8517,8517,8517,8517,8517,5380,5395,5388,5342,5463,5575,5671,5822,5968,1897,3552,2431,2389,3643,3342,2585,4400,3483,0.35260223,0.658387396,0.451187825,0.447210782,0.666849716,,,,,,,1.260426321,7.914735867,6.571480871,-0.706319703,5.408921933,6.158742044,3.470675575,10.76466221,7.049327354,2.561936937,23.87387387,20.77957727,25.93568793,36.26779125,8.204269569,37.47429042,43.27437269,4.219030521
Hansford,5613,5613,5613,5613,5613,5613,5613,5613,3007,3011,3070,3020,3066,3033,2974,3006,2971,690,1962,1209,1338,1953,1714,1216,2047,1522,0.229464583,0.651610761,0.393811075,0.443046358,0.636986301,,,,,,,1.826635669,-0.166057788,-1.956947162,0.432324576,-1.097439308,-1.523178808,-1.205211726,-3.2247557,-2.044180679,-0.458715596,4.332313965,4.813108039,93.91304348,76.23188406,-9.118086697,41.7700579,25.8891646,-11.20186698
Hardeman,4139,4139,4139,4139,4139,4139,4139,4139,2562,2572,2567,2506,2536,2446,2423,2482,2458,421,1495,669,863,1515,1169,822,1580,985,0.164324746,0.58125972,0.260615504,0.344373504,0.597397476,,,,,,,-1.399688958,-3.499222395,-2.129337539,-2.18579235,-5.425448868,-3.312051077,-4.713673549,-4.246201792,0.490596893,1.337792642,5.685618729,4.290429043,104.9881235,95.24940618,-4.750869061,74.73841555,47.23467862,-15.73994867
Hardin,54635,54635,54635,54635,54635,54635,54635,54635,34207,34461,36001,37000,38168,38091,38470,39860,41397,8088,21476,11663,13504,22780,20247,10432,27635,19644,0.236442833,0.623197237,0.323963223,0.364972973,0.596835045,,,,,,,10.75708772,15.66698587,4.433032907,8.164995469,12.4623615,3.972972973,5.805394295,14.98847254,8.679215563,6.071894207,28.67852486,21.31255487,66.96340257,28.98120673,-22.74881517,73.60027437,68.43007802,-2.978218995
Harris,4092459,4092459,4092459,4092459,4092459,4092459,4092459,4092459,1897622,1938382,2064329,2130111,2234291,2326669,2390369,2475458,2568676,234871,1204167,680942,557048,1312975,1210217,524219,1641062,1107391,0.123771225,0.621222752,0.32986118,0.261511255,0.587647267,,,,,,,15.26577321,27.70743847,10.7938939,12.251597,25.96655182,12.21804873,12.70824563,24.4315223,10.40143656,9.035955976,36.28192767,24.98806146,137.1718944,123.1944344,-5.893388002,77.72688423,62.62633235,-8.496492778
